;Refrigerator;Boiler;Wash_Dryer;Dish_Washer;Solar_Thermal_Pumping_Station;Laptop_Computer;Television;Home_Theater_PC;Kettle;Toaster;Microwave;Computer_Monitor;Audio_System;Vaccum_Cleaner;Hair_Dryer;Hair_Straighteners;Clothing_Iron;Oven;Fan;Washing_Machine;EV;Electric_Water_Heater;Washing_Machine_2;Total_Power
19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
31;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
32;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
33;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
34;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
35;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
36;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
37;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
38;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
39;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
40;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
41;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
42;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
43;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
44;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
45;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
46;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
47;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
48;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
49;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
50;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
51;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
52;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
53;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
54;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
55;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
56;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
57;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
58;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
59;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
60;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
61;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
62;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
63;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
64;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
65;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
66;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
67;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
68;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
69;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
70;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
71;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
72;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
73;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
74;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
75;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
76;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
77;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
78;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
79;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
80;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
81;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
82;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
83;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
84;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
85;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
86;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
87;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
88;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
89;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
90;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
91;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
92;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
93;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
94;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
95;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
96;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
97;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
98;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
99;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
100;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
101;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
102;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
103;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575
104;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
105;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
106;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
107;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
108;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
109;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
110;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
111;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
112;75;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;600
113;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;100
114;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;100
115;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;100
116;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;100
117;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;100
118;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;100
119;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;100
120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;25
128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;475
129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;475
130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;25;450;0;0;0;1575
138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;475
139;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
140;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
141;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
142;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
143;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
144;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
145;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
146;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
147;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
148;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
149;0;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;930
150;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
151;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
152;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
153;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
154;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
155;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
156;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
157;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
158;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
159;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
160;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
161;75;0;0;0;55;0;0;0;0;0;400;0;0;0;0;0;0;0;25;450;0;0;0;1005
162;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
163;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
164;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
165;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
166;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
167;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
168;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
169;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
170;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
171;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
172;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
173;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
174;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
175;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
176;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
177;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
178;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
179;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;605
180;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
181;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
182;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
183;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
184;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
185;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
186;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
187;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
188;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
189;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
190;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
191;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
192;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
193;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
194;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
195;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
196;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
197;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
198;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
199;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
200;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
201;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
202;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
203;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;25;450;0;0;0;530
204;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;505
205;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;505
206;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;505
207;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;505
208;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;505
209;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;505
210;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
211;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
212;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
213;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
214;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
215;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
216;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
217;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
218;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
219;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
220;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
221;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
222;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
223;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
224;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
225;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
226;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
227;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;0;0;0;580
228;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
229;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
230;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
231;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
232;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
233;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
234;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
235;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
236;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
237;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
238;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
239;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
240;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
241;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
242;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
243;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
244;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
245;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
246;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
247;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
248;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
249;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
250;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
251;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
252;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
253;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
254;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
255;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
256;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
257;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
258;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
259;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
260;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
261;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
262;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
263;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
264;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
265;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
266;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
267;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
268;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
269;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
270;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
271;75;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130
