;Total_Power_10;Total_Power_20;Total_Power_30;Total_Power_40;Total_Power_50;Total_Power_60;Total_Power_70;Total_Power_80;Total_Power_90;Total_Power_100
52;60.0;0.0;450.0;450.0;126.66666666666667;825.0;0.0;1020.0;500.0;2230.0
53;450.0;0.0;450.0;450.0;950.0;1125.0;0.0;1816.6666666666667;900.0;1400.0
54;450.0;0.0;450.0;450.0;950.0;363.3333333333333;0.0;950.0;533.3333333333334;0.0
55;450.0;0.0;270.0;450.0;950.0;950.0;0.0;1625.0;0.0;0.0
56;450.0;0.0;0.0;120.0;823.3333333333334;950.0;0.0;1188.3333333333333;0.0;1266.6666666666667
57;450.0;0.0;0.0;0.0;0.0;950.0;0.0;450.0;0.0;0.0
58;450.0;0.0;0.0;0.0;0.0;886.6666666666666;0.0;0.0;0.0;666.6666666666666
59;1840.0;1600.0;1600.0;0.0;0.0;0.0;0.0;0.0;0.0;333.3333333333333
60;2760.0;2760.0;2760.0;760.0;760.0;760.0;760.0;760.0;0.0;0.0
61;2506.6666666666665;2506.6666666666665;2506.6666666666665;506.6666666666667;506.6666666666667;506.6666666666667;506.6666666666667;506.6666666666667;0.0;0.0
62;2000.0;2000.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;400.0;400.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;933.3333333333334;933.3333333333334;933.3333333333334;933.3333333333334;933.3333333333334;933.3333333333334;933.3333333333334;0.0;0.0;0.0
79;66.66666666666667;66.66666666666667;66.66666666666667;66.66666666666667;66.66666666666667;66.66666666666667;66.66666666666667;0.0;0.0;0.0
80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83;66.66666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;166.66666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
